user_id,date,time,category,type,amount,description,is_impulsive,month,weekday,hour
user_001,2025-01-02,10:00,salary,income,7500000.0,Gaji bulanan,False,2025-01,Thursday,10
user_001,2025-01-02,15:53,shop,expense,159795.0,Indomaret,False,2025-01,Thursday,15
user_001,2025-01-04,15:07,health,expense,25061.0,Klinik,False,2025-01,Saturday,15
user_001,2025-01-05,05:45,other,expense,49749.0,Lain-lain,False,2025-01,Sunday,5
user_001,2025-01-05,12:05,health,expense,65142.0,Gym,False,2025-01,Sunday,12
user_001,2025-01-07,01:58,shop,expense,286140.0,Tokopedia,True,2025-01,Tuesday,1
user_001,2025-01-08,08:32,food,expense,94947.0,GrabFood,False,2025-01,Wednesday,8
user_001,2025-01-08,08:36,food,expense,110646.0,GrabFood,False,2025-01,Wednesday,8
user_001,2025-01-09,14:03,food,expense,29070.0,Sarapan,False,2025-01,Thursday,14
user_001,2025-01-10,06:27,shop,expense,223437.0,Alfamart,False,2025-01,Friday,6
user_001,2025-01-11,02:11,other,expense,149476.0,Transfer,False,2025-01,Saturday,2
user_001,2025-01-13,19:56,entertain,expense,73831.0,Game top-up,False,2025-01,Monday,19
user_001,2025-01-16,09:36,health,expense,270814.0,Masker,False,2025-01,Thursday,9
user_001,2025-01-17,00:25,entertain,expense,75302.0,Game top-up,True,2025-01,Friday,0
user_001,2025-01-17,12:14,transport,expense,67155.0,KRL,False,2025-01,Friday,12
user_001,2025-01-21,06:24,entertain,expense,40441.0,Spotify,False,2025-01,Tuesday,6
user_001,2025-01-21,12:43,transport,expense,5521.0,Grab,False,2025-01,Tuesday,12
user_001,2025-01-22,00:48,transport,expense,41939.0,Gojek,False,2025-01,Wednesday,0
user_001,2025-01-22,06:52,entertain,expense,41430.0,Spotify,False,2025-01,Wednesday,6
user_001,2025-01-23,02:38,shop,expense,392353.0,Indomaret,True,2025-01,Thursday,2
user_001,2025-01-24,03:21,other,expense,147679.0,Tak terduga,False,2025-01,Friday,3
user_001,2025-01-25,08:36,transport,expense,9867.0,Gojek,False,2025-01,Saturday,8
user_001,2025-01-27,11:56,other,expense,37438.0,Lain-lain,False,2025-01,Monday,11
user_001,2025-01-28,16:52,other,expense,105299.0,Lain-lain,False,2025-01,Tuesday,16
user_001,2025-01-28,22:23,other,expense,119183.0,Tak terduga,False,2025-01,Tuesday,22
user_001,2025-01-29,15:36,food,expense,35605.0,GrabFood,False,2025-01,Wednesday,15
user_001,2025-02-01,00:28,shop,expense,419192.0,Lazada,True,2025-02,Saturday,0
user_001,2025-02-01,04:57,health,expense,197826.0,Vitamin,False,2025-02,Saturday,4
user_001,2025-02-01,07:46,food,expense,94699.0,GrabFood,False,2025-02,Saturday,7
user_001,2025-02-01,10:00,salary,income,7500000.0,Gaji bulanan,False,2025-02,Saturday,10
user_001,2025-02-03,16:11,shop,expense,311245.0,Shopee,False,2025-02,Monday,16
user_001,2025-02-04,20:36,food,expense,48317.0,Makan siang,False,2025-02,Tuesday,20
user_001,2025-02-09,18:52,food,expense,20042.0,Sarapan,False,2025-02,Sunday,18
user_001,2025-02-13,03:11,health,expense,284390.0,Apotek,False,2025-02,Thursday,3
user_001,2025-02-14,01:33,food,expense,14286.0,GrabFood,False,2025-02,Friday,1
user_001,2025-02-18,09:01,transport,expense,57202.0,Grab,False,2025-02,Tuesday,9
user_001,2025-02-20,15:54,shop,expense,407834.0,Tokopedia,False,2025-02,Thursday,15
user_001,2025-02-21,00:15,shop,expense,325274.0,Indomaret,True,2025-02,Friday,0
user_001,2025-02-21,22:53,food,expense,57115.0,Makan siang,False,2025-02,Friday,22
user_001,2025-02-23,02:48,shop,expense,421906.0,Alfamart,True,2025-02,Sunday,2
user_001,2025-02-23,21:41,shop,expense,427520.0,Indomaret,True,2025-02,Sunday,21
user_001,2025-02-25,13:25,entertain,expense,47436.0,YouTube Premium,False,2025-02,Tuesday,13
user_001,2025-02-25,19:38,food,expense,83977.0,Kopi,False,2025-02,Tuesday,19
user_001,2025-02-26,16:49,food,expense,103354.0,Makan siang,False,2025-02,Wednesday,16
user_001,2025-02-28,06:22,shop,expense,365885.0,Alfamart,False,2025-02,Friday,6
user_001,2025-02-28,08:20,entertain,expense,196361.0,Netflix,False,2025-02,Friday,8
user_001,2025-03-03,05:20,food,expense,57997.0,GrabFood,False,2025-03,Monday,5
user_001,2025-03-03,10:00,salary,income,8000000.0,Gaji bulanan,False,2025-03,Monday,10
user_001,2025-03-03,16:02,shop,expense,59983.0,Indomaret,False,2025-03,Monday,16
user_001,2025-03-03,21:36,transport,expense,11631.0,KRL,False,2025-03,Monday,21
user_001,2025-03-06,02:53,other,expense,149416.0,Lain-lain,False,2025-03,Thursday,2
user_001,2025-03-06,05:02,shop,expense,367288.0,Lazada,False,2025-03,Thursday,5
user_001,2025-03-07,22:24,shop,expense,493379.0,Indomaret,True,2025-03,Friday,22
user_001,2025-03-08,00:55,transport,expense,34741.0,Gojek,False,2025-03,Saturday,0
user_001,2025-03-13,10:12,entertain,expense,33708.0,Spotify,False,2025-03,Thursday,10
user_001,2025-03-13,18:50,shop,expense,323640.0,Tokopedia,False,2025-03,Thursday,18
user_001,2025-03-15,00:30,entertain,expense,174974.0,YouTube Premium,True,2025-03,Saturday,0
user_001,2025-03-18,12:55,shop,expense,376574.0,Tokopedia,False,2025-03,Tuesday,12
user_001,2025-03-23,22:50,other,expense,28082.0,Transfer,False,2025-03,Sunday,22
user_001,2025-03-25,10:27,transport,expense,76281.0,Parkir,False,2025-03,Tuesday,10
user_001,2025-03-28,17:52,health,expense,92786.0,Gym,False,2025-03,Friday,17
user_001,2025-03-29,01:06,transport,expense,11363.0,Gojek,False,2025-03,Saturday,1
user_001,2025-03-30,19:50,health,expense,157933.0,Vitamin,False,2025-03,Sunday,19
user_001,2025-03-30,19:59,food,expense,23070.0,Makan siang,False,2025-03,Sunday,19
user_001,2025-04-02,10:00,salary,income,6000000.0,Gaji bulanan,False,2025-04,Wednesday,10
user_001,2025-04-05,07:50,shop,expense,281856.0,Indomaret,False,2025-04,Saturday,7
user_001,2025-04-05,11:19,health,expense,187564.0,Klinik,False,2025-04,Saturday,11
user_001,2025-04-05,12:12,health,expense,114249.0,Apotek,False,2025-04,Saturday,12
user_001,2025-04-06,05:13,entertain,expense,113020.0,YouTube Premium,False,2025-04,Sunday,5
user_001,2025-04-06,08:59,food,expense,93625.0,Warung makan,False,2025-04,Sunday,8
user_001,2025-04-08,02:14,food,expense,108473.0,Makan siang,False,2025-04,Tuesday,2
user_001,2025-04-08,03:01,health,expense,217955.0,Apotek,False,2025-04,Tuesday,3
user_001,2025-04-08,07:32,entertain,expense,108003.0,Spotify,False,2025-04,Tuesday,7
user_001,2025-04-09,07:14,health,expense,283153.0,Masker,False,2025-04,Wednesday,7
user_001,2025-04-10,12:41,transport,expense,48815.0,Gojek,False,2025-04,Thursday,12
user_001,2025-04-10,14:00,shop,expense,464393.0,Shopee,False,2025-04,Thursday,14
user_001,2025-04-11,00:07,health,expense,126070.0,Masker,False,2025-04,Friday,0
user_001,2025-04-15,02:24,entertain,expense,81384.0,Spotify,True,2025-04,Tuesday,2
user_001,2025-04-16,05:25,other,expense,84905.0,Tak terduga,False,2025-04,Wednesday,5
user_001,2025-04-19,09:13,entertain,expense,53172.0,Spotify,False,2025-04,Saturday,9
user_001,2025-04-21,01:05,transport,expense,42369.0,Parkir,False,2025-04,Monday,1
user_001,2025-04-21,14:25,shop,expense,391980.0,Indomaret,False,2025-04,Monday,14
user_001,2025-04-22,23:28,transport,expense,20375.0,Grab,False,2025-04,Tuesday,23
user_001,2025-04-25,22:19,entertain,expense,199492.0,Bioskop,True,2025-04,Friday,22
user_001,2025-04-29,09:24,shop,expense,290901.0,Alfamart,False,2025-04,Tuesday,9
user_001,2025-05-02,10:00,salary,income,5000000.0,Gaji bulanan,False,2025-05,Friday,10
user_001,2025-05-06,10:37,shop,expense,274141.0,Tokopedia,False,2025-05,Tuesday,10
user_001,2025-05-08,00:46,food,expense,32867.0,Sarapan,False,2025-05,Thursday,0
user_001,2025-05-09,08:56,shop,expense,493179.0,Shopee,False,2025-05,Friday,8
user_001,2025-05-09,22:46,shop,expense,313803.0,Alfamart,True,2025-05,Friday,22
user_001,2025-05-10,07:28,health,expense,81046.0,Masker,False,2025-05,Saturday,7
user_001,2025-05-10,08:49,health,expense,217379.0,Masker,False,2025-05,Saturday,8
user_001,2025-05-11,01:52,transport,expense,7567.0,Parkir,False,2025-05,Sunday,1
user_001,2025-05-11,18:00,transport,expense,35655.0,Gojek,False,2025-05,Sunday,18
user_001,2025-05-13,03:08,shop,expense,343115.0,Indomaret,True,2025-05,Tuesday,3
user_001,2025-05-16,17:28,entertain,expense,43719.0,Game top-up,False,2025-05,Friday,17
user_001,2025-05-18,19:31,health,expense,260977.0,Masker,False,2025-05,Sunday,19
user_001,2025-05-20,23:17,transport,expense,20385.0,Gojek,False,2025-05,Tuesday,23
user_001,2025-05-22,09:52,shop,expense,379483.0,Tokopedia,False,2025-05,Thursday,9
user_001,2025-05-22,10:46,food,expense,41756.0,Sarapan,False,2025-05,Thursday,10
user_001,2025-05-24,18:40,entertain,expense,163528.0,Game top-up,False,2025-05,Saturday,18
user_001,2025-05-25,13:54,entertain,expense,41100.0,Spotify,False,2025-05,Sunday,13
user_001,2025-05-25,22:46,food,expense,83908.0,Kopi,False,2025-05,Sunday,22
user_001,2025-05-26,06:49,food,expense,28206.0,Sarapan,False,2025-05,Monday,6
user_001,2025-05-26,10:58,transport,expense,39928.0,Grab,False,2025-05,Monday,10
user_001,2025-05-27,03:08,health,expense,255628.0,Apotek,False,2025-05,Tuesday,3
user_001,2025-05-27,20:35,other,expense,21592.0,Tak terduga,False,2025-05,Tuesday,20
user_001,2025-05-27,21:49,food,expense,95773.0,GrabFood,False,2025-05,Tuesday,21
user_001,2025-06-01,10:00,salary,income,7500000.0,Gaji bulanan,False,2025-06,Sunday,10
user_001,2025-06-02,11:46,food,expense,49707.0,Warung makan,False,2025-06,Monday,11
user_001,2025-06-03,17:24,food,expense,64030.0,Makan siang,False,2025-06,Tuesday,17
user_001,2025-06-05,01:41,entertain,expense,23210.0,Netflix,False,2025-06,Thursday,1
user_001,2025-06-13,04:39,food,expense,119062.0,Kopi,False,2025-06,Friday,4
user_001,2025-06-13,12:12,health,expense,263085.0,Klinik,False,2025-06,Friday,12
user_001,2025-06-13,17:52,entertain,expense,156930.0,Bioskop,False,2025-06,Friday,17
user_001,2025-06-14,23:43,shop,expense,363330.0,Shopee,True,2025-06,Saturday,23
user_001,2025-06-17,02:48,food,expense,100883.0,Sarapan,False,2025-06,Tuesday,2
user_001,2025-06-18,03:56,transport,expense,49183.0,Parkir,False,2025-06,Wednesday,3
user_001,2025-06-19,15:58,shop,expense,385279.0,Tokopedia,False,2025-06,Thursday,15
user_001,2025-06-20,03:33,food,expense,35484.0,Makan siang,False,2025-06,Friday,3
user_001,2025-06-22,12:29,health,expense,192442.0,Klinik,False,2025-06,Sunday,12
user_001,2025-06-24,11:02,shop,expense,239611.0,Lazada,False,2025-06,Tuesday,11
user_001,2025-06-24,18:24,health,expense,204459.0,Gym,False,2025-06,Tuesday,18
user_001,2025-06-25,04:17,transport,expense,26104.0,KRL,False,2025-06,Wednesday,4
user_001,2025-06-26,04:12,food,expense,96498.0,Kopi,False,2025-06,Thursday,4
user_001,2025-06-26,08:57,food,expense,113847.0,Sarapan,False,2025-06,Thursday,8
user_001,2025-07-01,10:00,salary,income,8000000.0,Gaji bulanan,False,2025-07,Tuesday,10
user_001,2025-07-01,12:33,entertain,expense,142551.0,Spotify,False,2025-07,Tuesday,12
user_001,2025-07-02,23:27,shop,expense,58292.0,Alfamart,True,2025-07,Wednesday,23
user_001,2025-07-04,01:02,shop,expense,496460.0,Lazada,True,2025-07,Friday,1
user_001,2025-07-04,05:31,other,expense,10720.0,Tak terduga,False,2025-07,Friday,5
user_001,2025-07-05,21:09,food,expense,113095.0,Makan siang,False,2025-07,Saturday,21
